_id,museo_id,museo_tematica_n1,museo_nombre,museo_fecha_fundacion,museo_adscripcion,museo_tipo_de_propiedad,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_latitud,gmaps_longitud,estado_id,municipio_id,localidad_id,nom_ent,nom_mun,nom_loc,link_sic,fecha_mod
65a75f99df46a6e2e49c88cf,1046,Arte,Museo José Guadalupe Posada,1972-09-16,Instituto Cultural de Aguascalientes ,público,Jardín del Encino s/n lado Nte.,Barrio del Encino,20240,449  915 45 56,,,museoposada@gmail.com,,21.87526,-102.29284,1,1,1,Aguascalientes,Aguascalientes,Aguascalientes,http://sic.gob.mx/ficha.php?table=museo&table_id=1046,2022-09-26T07:52:19-05:00
65a75f99df46a6e2e49c88d0,1169,Arte,Museo Nacional de la Muerte,2007-06-19,Universidad Autónoma de Aguascalientes,público,Rivero y Gutiérrez esq. Morelos,Centro,20000,449 910 74 00 ext. 7208,http://museonacionaldelamuerte.uaa.mx,,japadill@correo.uua.mx,uaa_mx,21.88397,-102.29551,1,1,1,Aguascalientes,Aguascalientes,Aguascalientes,http://sic.gob.mx/ficha.php?table=museo&table_id=1169,2022-09-12T06:07:13-05:00
65a75f99df46a6e2e49c88d1,1453,Historia,Museo de Sitio los Arquitos,1994-11-01,Instituto Cultural de Aguascalientes/Centro Cultural Los Arquitos,público,Alameda y Héroe de Nacozari,Barrio La Purísima,20000,449 916 92 01,https://www.aguascalientes.gob.mx/temas/cultura/,,c.culturallosarquitos@gmail.com,,21.88298,-102.28221,1,1,1,Aguascalientes,Aguascalientes,Aguascalientes,http://sic.gob.mx/ficha.php?table=museo&table_id=1453,2022-11-22T07:05:56-06:00
65a75f99df46a6e2e49c88d2,2157,TND,Museo Nacional de los Pueblos Mágicos,2019-09-12,Ayuntamiento de Calvillo/Secretaría de Turismo,,Av. Benito Juárez 312,Centro,20800,495 686 00 06,,,municipiodecalvillo@gmail.com,,21.84691,-102.71875,1,3,1,Aguascalientes,Calvillo,Calvillo,http://sic.gob.mx/ficha.php?table=museo&table_id=2157,2023-03-24T03:02:07-06:00
65a75f99df46a6e2e49c88d3,1047,Especializado,Museo Comunitario del Deporte e Historia,1994-11-20," Asociación Civil de Pabellonences, A.C.",público,Av. 16 de Septiembre s/n esq. Irrigación,Centro,20660,"465 117 30 12,",,,museocomunitariodeldeporteac@gmail.com,,22.14663,-102.27521,1,6,1,Aguascalientes,Pabellón de Arteaga,Pabellón de Arteaga,http://sic.gob.mx/ficha.php?table=museo&table_id=1047,2021-06-07T03:57:44-05:00
65a75f99df46a6e2e49c88d4,1048,Historia,Museo de la Insurgencia,1964-10-17,Instituto Cultural de Aguascalientes (ICA)/Dirección de Promoción y Difusión,público,Plaza 24 de Enero  núm. 19,Centro,20436,465 958 18 02,,,museodelainsurgencia@hotmail.com,,22.17491,-102.34162,1,7,30,Aguascalientes,Rincón de Romos,Pabellón de Hidalgo,http://sic.gob.mx/ficha.php?table=museo&table_id=1048,2022-06-23T03:07:34-05:00
65a75f99df46a6e2e49c88d5,620,Ciencia y tecnología,Caracol Museo de Ciencias ,1998-05-04,"Caracol Centro Científico y Cultural, A.C.",privado,Av. Club Rotario 3,Centro,22800,646 152 19 93,http://www.caracolbc.org/,,contacto@caracolbc.org,MuseoCaracol,31.85705,-116.62031,2,1,1,Baja California,Ensenada,Ensenada,http://sic.gob.mx/ficha.php?table=museo&table_id=620,2023-12-12T04:52:19-06:00
65a75f99df46a6e2e49c88d6,600,Arqueología,Museo de Historia de Ensenada,1993-05-20,"Centro Social Cívico y Cultural Riviera, A.C.",privado,Blvd. Lázaro Cárdenas 1421,Centro,22800,646 177 05 94,http://museoens.com/,,museoenelriviera@hotmail.com,,31.85859,-116.61976,2,1,1,Baja California,Ensenada,Ensenada,http://sic.gob.mx/ficha.php?table=museo&table_id=600,2022-09-21T05:32:51-05:00
65a75f99df46a6e2e49c88d7,932,Historia,Museo Histórico Regional de Ensenada,1995-05-15,Secretaría de Cultura/INAH,público,Av. Gastélum s/n,Centro,22800,646 178 36 92,,,mhre.inah@gmail.com,,31.8633,-116.62813,2,1,1,Baja California,Ensenada,Ensenada,http://sic.gob.mx/ficha.php?table=museo&table_id=932,2023-12-05T03:59:22-06:00
65a75f99df46a6e2e49c88d8,1809,Ciencia y tecnología,Museo Katsuo,2016-03-10,Facultad de Ciencias Marinas de la Universidad Autónoma de Baja California,público,Carr. Transpeninsular Ensenada-Tijuana 3917,Col. Playitas,22860,646 174 45 70,,,museokatsuo@hotmail.com,KatsuoMuseo,31.86424,-116.66712,2,1,1,Baja California,Ensenada,Ensenada,http://sic.gob.mx/ficha.php?table=museo&table_id=1809,2023-05-16T03:21:06-06:00
65a75f99df46a6e2e49c88d9,653,Antropología,Museo del Estero,1987-04-01,"Fundación Estero Beach, A.C.",privado,Playas del Estero s/n,Ex- Ejido Chapultepec,22785,646 176 62 44,https://hotelesterobeach.com/resort/museo-de-historia-mexicana/,,linda.v@hotelesterobeach.com,,31.77738,-116.61688,2,1,1,Baja California,Ensenada,Ensenada,http://sic.gob.mx/ficha.php?table=museo&table_id=653,2023-05-16T03:09:18-06:00
65a75f99df46a6e2e49c88da,931,Historia,Museo de la Misión de Nuestra Señora de Guadalupe (temporalmente cerrado),1991-08-31,Secretaría de Cultura/INAH,público,"Carr. Federal 3, Mza.025",Col. Valle de Guadalupe,22750,646 150 31 50,https://mediateca.inah.gob.mx/repositorio/islandora/object/museo%3A3259,,,,32.09246,-116.57473,2,1,1,Baja California,Ensenada,Ensenada,http://sic.gob.mx/ficha.php?table=museo&table_id=931,2023-12-12T05:00:19-06:00
65a75f99df46a6e2e49c88db,1662,Especializado,Museo de la Vid y el Vino,2012-08-03,"Patronato del Museo de la Vid y el Vino de Baja California, A.C.",TPND,Carr. Federal Tecate-Ensenada Km 81.3,Col. Valle de Guadalupe,22750,646 156 81 65,https://museodelvinobc.com/,,info@museodelvinobc.com,,32.06974,-116.58673,2,1,1,Baja California,Ensenada,Ensenada,http://sic.gob.mx/ficha.php?table=museo&table_id=1662,2023-10-18T05:35:43-06:00
65a75f99df46a6e2e49c88dc,1281,Historia,Museo de Antigua Aduana Marítima de Ensenada,1992-01-01,Secretaría de Cultura/INAH,público,Av. Ryerson 99,Centro,22800,646 178 25 31,,,cominabc@yahoo.com,,31.86413,-116.63014,2,1,1,Baja California,Ensenada,Ensenada,http://sic.gob.mx/ficha.php?table=museo&table_id=1281,2023-12-12T04:55:42-06:00
65a75f99df46a6e2e49c88dd,592,Antropología,Museo Comunitario Ruso,1991-08-01,,privado,Principal 276,Poblado Francisco Zarco,22750,(646) 155 20 30,,https://www.facebook.com/pg/pilirutavino/photos/?tab=album&album_id=395494427194684,franhuer@hotmail.com,,32.09084,-116.58332,2,1,114,Baja California,Ensenada,Francisco Zarco (Valle de Guadalupe),http://sic.gob.mx/ficha.php?table=museo&table_id=592,2021-06-08T06:25:21-05:00
65a75f99df46a6e2e49c88de,742,Antropología,"Museo Comunitario Altagracia A. de Arauz, San Vicente Ferrer",1991-01-01,Ayuntamiento de San Vicente,público,"Parque Central de San Vicente, km. 90 al Sur de Ensenada",,22900,"(646) 165 66 39, 165 66 35",,,,,31.33648,-116.25538,2,1,243,Baja California,Ensenada,San Vicente,http://sic.gob.mx/ficha.php?table=museo&table_id=742,2021-06-08T05:23:18-05:00
65a75f99df46a6e2e49c88df,886,Ciencia y tecnología,Museo Sol del Niño,1998-09-21,"Patronato Museo Sol del Niño, A.C.",privado,Alfonso Esquer Sández s/n,Centro,21010,,,, contacto@sol.org.mx,soldelnino,32.6529,-115.4732,2,2,1,Baja California,Mexicali,Mexicali,http://sic.gob.mx/ficha.php?table=museo&table_id=886,2023-10-25T08:20:10-06:00
65a75f99df46a6e2e49c88e0,328,Antropología,Instituto  de Investigaciones Culturales Museo UABC,1979-10-30,Universidad Autónoma de Baja California (UABC),público,Calle L s/n esq. Av. Reforma,Col. Nueva,21100,686 552 57 15,http://iic-museo.uabc.mx/,,educativos.iic-museo@uabc.edu.mx,,32.66512,-115.45637,2,2,1,Baja California,Mexicali,Mexicali,http://sic.gob.mx/ficha.php?table=museo&table_id=328,2023-11-16T08:25:51-06:00
65a75f99df46a6e2e49c88e1,1689,Historia,Museo Regional Los Pioneros de Mexicali,1987-03-15,Particular,mixto,Blvd. Adolfo López Mateos 2201,Justo Sierra,21380,686 561 71 25,,, museojaviergalvan@gmail.com,,32.61433,-115.44083,2,2,1,Baja California,Mexicali,Mexicali,http://sic.gob.mx/ficha.php?table=museo&table_id=1689,2023-10-18T06:07:05-06:00
65a75f99df46a6e2e49c88e2,930,Historia,Museo Comunitario El Asalto a las Tierras,1989-10-24,Ayuntamiento de Mexicali,público,Venustiano Carranza s/n esq. Lázaro Cárdenas,Centro,21700,,,,cavb_52@hotmail.com,,,,2,2,225,Baja California,Mexicali,Michoacán de Ocampo,http://sic.gob.mx/ficha.php?table=museo&table_id=930,2020-04-17T14:43:43-05:00
65a75f99df46a6e2e49c88e3,935,Antropología,Museo Comunitario  Cucaphá Juan García Aldama ,1991-09-10,,TPND,Carr. Mexicali-San Felipe km. 57,,21730,(686) 543 76 17,,,,,31.03824,-114.8676,2,2,284,Baja California,Mexicali,San Felipe,http://sic.gob.mx/ficha.php?table=museo&table_id=935,2021-08-20T04:03:13-05:00
65a75f99df46a6e2e49c88e4,114,Historia,Museo Comunitario Tecate,1997-10-12,Ayuntamiento de Tecate/Centro Cultural Tecate (CECUTEC),privado,Tláloc 400,Col. Cuauhtémoc,21480,665 521 31 91,https://www.carem.org/,,info@carem.org,,32.56996,-116.61938,2,3,1,Baja California,Tecate,Tecate,http://sic.gob.mx/ficha.php?table=museo&table_id=114,2022-12-05T05:55:09-06:00
65a75f99df46a6e2e49c88e5,2081,TND,Museo de Sitio de la Zona Arqueológica El Vallecito,NA,Secretaría de Cultura/INAH,público,Población La Rumorosa,,21510,"686 552 35 91,  686 552 35 92",https://www.inah.gob.mx/zonas/zona-arqueologica-el-vallecito,,direccion.bc@inah.gob.mx,,32.53613,-116.08405,2,3,65,Baja California,Tecate,Ejido Jacumé,http://sic.gob.mx/ficha.php?table=museo&table_id=2081,2023-12-05T04:00:40-06:00
65a75f99df46a6e2e49c88e6,1283,Historia,Museo de Sitio Campo Alaska,2005-03-19,Centro INAH de Baja California,mixto,Camino Nacional Circuito Alaska s/n,Poblado La Rumorosa,21510,"686 552 35 91,  686 552 35 92",https://lugares.inah.gob.mx/es/museos-inah/museo/17793-museo-de-sitio-campo-alaska.html,,jbendimez.bc@inah.gob.com; daniel_aguilar@inah.gob.mx,,32.55108,-116.04889,2,3,107,Baja California,Tecate,La Rumorosa,http://sic.gob.mx/ficha.php?table=museo&table_id=1283,2023-12-05T04:00:20-06:00
65a75f99df46a6e2e49c88e7,1917,TND,Museo del Coleccionista de Tijuana,2017-04-29,,Privado,Hermenegildo Galeana 8186 (Calle 7ma),Centro,22000,664 685 99 26,https://mucoti.com.mx/,,informes@mucoti.com.mx,https://twitter.com/mucotijuana,32.52967,-117.03678,2,4,1,Baja California,Tijuana,Tijuana,http://sic.gob.mx/ficha.php?table=museo&table_id=1917,2023-10-20T07:30:28-06:00
65a75f99df46a6e2e49c88e8,598,Historia,Museo de las Californias,2000-02-24,Secretaría de Cultura/Centro Cultural Tijuana (CECUT),mixto,Paseo de los Héroes 9350,Zona Urbana Río Tijuana,22010,664 687 96 52,https://www.cecut.gob.mx/emuseo.php,,museocalifornias@cecut.gob.mx,,32.53028,-117.02289,2,4,1,Baja California,Tijuana,Tijuana,http://sic.gob.mx/ficha.php?table=museo&table_id=598,2023-05-16T02:54:14-06:00
65a75f99df46a6e2e49c88e9,1327,Historia,Museo de Historia de Tijuana,2010-11-27,Instituto Municipal de Arte y Cultura de Tijuana (IMAC),público,Calle 2a. s/n esq. Constitución,Centro,22000,664 638 10 52,https://imac.tijuana.gob.mx/museo.aspx,,museo.imactijuana@gmail.com,,32.53472,-117.03876,2,4,1,Baja California,Tijuana,Tijuana,http://sic.gob.mx/ficha.php?table=museo&table_id=1327,2023-12-12T04:57:58-06:00
65a75f99df46a6e2e49c88ea,2055,Especializado,Museo de la Lucha Libre Mexicana,2017-04-29,Museo de la Siete A.C.,Privado,Hermenegildo Galeana 8186,Centro,22000,664  685 99 26 ,https://www.mullme.com/,,mullme664@gmail.com,mullme664,32.52961,-117.03679,2,4,1,Baja California,Tijuana,Tijuana,http://sic.gob.mx/ficha.php?table=museo&table_id=2055,2023-05-04T07:25:52-06:00
65a75f99df46a6e2e49c88eb,1276,Ciencia y tecnología,Museo Interactivo Tijuana El Trompo,2008-12-09,"Museo Interactivo Tijuana, A.C.",privado,Libramiento Los Insurgentes s/n,"Zona Río Tijuana, Tercera Etapa",22226,664 634 34 76,http://www.eltrompo.org,, info@eltrompo.org,trompoMuseo,32.49527,-116.93828,2,4,1,Baja California,Tijuana,Tijuana,http://sic.gob.mx/ficha.php?table=museo&table_id=1276,2023-10-18T05:56:40-06:00
65a75f99df46a6e2e49c88ec,340,Especializado,Museo de Cera de Tijuana,1993-02-05,"Museo de Cera de Tijuana, S.A. de C.V.",privado,Calle Primera núm. 8281,Centro,22000,664 688 24 78,https://museodeceratijuana.com/,,museodeceradetijuana@hotmail.com,,32.53655,-117.03578,2,4,1,Baja California,Tijuana,Tijuana,http://sic.gob.mx/ficha.php?table=museo&table_id=340,2022-09-21T05:25:34-05:00
65a75f99df46a6e2e49c88ed,934,Historia,Museo de sitio Wa-Kuatay,1995-05-20,Secretaría de Cultura/INAH,comodato,Mar Adriático s/n,Centro,22710,"686 552 35 91, 686 552 35 92",,,buzon.inah.bc@gmail.com; inahbajacalifornia@gmail.com,,32.34188,-117.05851,2,5,1,Baja California,Playas de Rosarito,Playas de Rosarito,http://sic.gob.mx/ficha.php?table=museo&table_id=934,2023-12-05T04:14:13-06:00
65a75f99df46a6e2e49c88ee,1510,Ciencia y tecnología,Museo Juan Rodríguez Cabrillo,2011-08-27,,privado,Bahía a San Quintín s/n,Col. Ballenas,22950,616 165 60 58,,,luisartrgz@live.com,,31.51758,-115.9751,2,6,1,Baja California,San Quintín,San Quintín,http://sic.gob.mx/ficha.php?table=museo&table_id=1510,2023-08-21T05:21:39-06:00
65a75f99df46a6e2e49c88ef,1825,TND,Museo Casa Amarilla,1991-01-01,,,Agustín Olachea s/n,Centro,23600,,,,,,,,3,1,1,Baja California Sur,Comondú,Ciudad Constitución,http://sic.gob.mx/ficha.php?table=museo&table_id=1825,2023-05-17T03:35:00-06:00
65a75f99df46a6e2e49c88f0,2298,TND,Museo Comunitario de La Purísima,2022-12-16,,comunitario,Calle Benito Juárez s/n,Centro,23820,,,,contacto@comondu.gob.mx,,26.18538,-112.07599,3,1,244,Baja California Sur,Comondú,La Purísima,http://sic.gob.mx/ficha.php?table=museo&table_id=2298,2023-01-04T12:15:09-06:00
65a75f99df46a6e2e49c88f1,1696,Arqueología,Museo Regional de Mulegé,1993-01-01,Delegación Municipal de Pueblo Mulegé/Comité Pro Museo Comunitario de Mulegé,público,Cananea s/n,Centro,23900, 615 152 03 28 Dir.de Cultura,,,ag_bean66@hotmail.com,,26.89194,-111.98213,3,2,1,Baja California Sur,Mulegé,Santa Rosalía,http://sic.gob.mx/ficha.php?table=museo&table_id=1696,2023-11-07T04:49:18-06:00
65a75f99df46a6e2e49c88f2,1070,Ciencia y tecnología,Museo de Historia de la Minería ,1996-10-19,Ayuntamiento de Mulegé,público,Jean Mitchell Cousteau 1 y Luis Pasteur,Col. Mesa Francia,23920,(615) 152 29 99,,,hidalgocamachoguillermo@hotmail.com,,27.33885,-112.26723,3,2,1,Baja California Sur,Mulegé,Santa Rosalía,http://sic.gob.mx/ficha.php?table=museo&table_id=1070,2018-10-11T04:38:48-05:00
65a75f99df46a6e2e49c88f3,2394,TND,"Museo Comunitario Sal, Arena y Mar (MUSAM)",2023-06-10,Universidad Autónoma de Baja California Campus Guerrero Negro,,Emiliano Zapta 2811,Col. Marcelo Rubio Ruiz,23940,615 112 21 20,,,hola@musam.mx,,27.96194,-114.05439,3,2,66,Baja California Sur,Mulegé,Guerrero Negro,http://sic.gob.mx/ficha.php?table=museo&table_id=2394,2023-07-20T07:11:51-06:00
65a75f99df46a6e2e49c88f4,1073,Arqueología,Museo de las Pinturas Rupestres de San Ignacio,1994-11-01,Secretaría de Cultura/INAH,público,Profr. Gilberto Valdivia Peña s/n,Col. San Ignacio,23930,615 154 02 22,https://culturabcs.gob.mx/recintos-bcs/mulege?page=3,,keey__75@hotmail.com,,27.28334,-112.89877,3,2,149,Baja California Sur,Mulegé,San Ignacio,http://sic.gob.mx/ficha.php?table=museo&table_id=1073,2023-12-12T05:07:17-06:00
65a75f99df46a6e2e49c88f5,2082,TND,Museo de sitio de la Zona Arqueológica de Sierra San Francisco,NA,Secretaría de Cultura/INAH,,Camino a San Francisco de la Sierra,,23930,615 154 02 22,,,sierrasanfrancisco@hotmail.com,,27.28159,-112.89367,3,2,149,Baja California Sur,Mulegé,San Ignacio,http://sic.gob.mx/ficha.php?table=museo&table_id=2082,2023-12-12T05:08:38-06:00
65a75f99df46a6e2e49c88f6,936,Arqueología,Museo Regional de Antropología e Historia de Baja California Sur,1981-03-30,Secretaría de Cultura/INAH,público,Av. Ignacio Manuel Altamirano s/n  esq. 5 de Mayo y Constitución,Centro,23000,612 122 01 62,,, museorahbcs@gmail.com,,24.15956,-110.30881,3,3,1,Baja California Sur,La Paz,La Paz,http://sic.gob.mx/ficha.php?table=museo&table_id=936,2023-12-12T05:28:53-06:00
65a75f99df46a6e2e49c88f7,1876,Ciencia y tecnología,Museo de la Ballena y Ciencias del Mar,2016-03-21,"Ciencias del Mar, A.C.",TPND,"Antonio Navarro 855, Unidad Cultural Prof. Jesús Castro Agúndez",Centro,23000,612 348 5238,http://www.museodelaballena.org/,,museodelaballena@gmail.com,,24.14852,-110.31721,3,3,1,Baja California Sur,La Paz,La Paz,http://sic.gob.mx/ficha.php?table=museo&table_id=1876,2023-12-12T05:04:42-06:00
65a75f99df46a6e2e49c88f8,2183,TND,Museo de Arte de Baja California Sur,2020-11-12,Gobierno del Estado,público,Calle 5 de Mayo s/n,Col. Centro,23000,612 122 41 76,,,redesmuabcs@gmail.com; gabrielavaladez.muabcs@bcs.gob.mx,,24.15836,-110.30738,3,3,1,Baja California Sur,La Paz,La Paz,http://sic.gob.mx/ficha.php?table=museo&table_id=2183,2022-03-10T06:42:15-06:00
65a75f99df46a6e2e49c88f9,560,Historia,Museo de Historia Regional de Todos Santos,1978-10-06,Centro Cultural Profr. Néstor Agúndez Martínez/Ayuntamiento de La Paz,público,Benito Juárez s/n,Centro,23305,(612) 145 00 59,,,culturaenlapaz@hotmail.com,,23.45098,-110.22327,3,3,3,Baja California Sur,La Paz,Todos Santos,http://sic.gob.mx/ficha.php?table=museo&table_id=560,2019-08-21T08:03:13-05:00
65a75f99df46a6e2e49c88fa,2296,,Museo Ruta de Plata Centro Regional Interpretativo,2019-11-20,"Fundación ALUMBRA / Ándale La Paz, AC ",privado,Ayuntamiento (entre Progreso y Márquez de León),Centro, 23210,612 229 55 87,https://www.museorutadeplata.com/,,info@museorutadeplata.com,,23.80208,-110.10889,3,3,911,Baja California Sur,La Paz,El Triunfo,http://sic.gob.mx/ficha.php?table=museo&table_id=2296,2022-12-16T07:34:52-06:00
65a75f99df46a6e2e49c88fb,1270,Historia,Museo de la Música de El Triunfo,2003-12-12,Instituto Sudcaliforniano de Cultura,público,Hidalgo esq. Carr. al Sur,Centro ,23210,612 127 23 99,https://culturabcs.gob.mx/recinto/28,,,,23.8037,-110.10845,3,3,911,Baja California Sur,La Paz,El Triunfo,http://sic.gob.mx/ficha.php?table=museo&table_id=1270,2022-12-20T10:07:12-06:00
65a75f99df46a6e2e49c88fc,2295,TND,Museo del Vaquero de Las Californias (MuVaCa),2022-11-05,"Fundación ALUMBRA / Ándale La Paz, AC ",Privado,Ayuntamiento (entre Gral. Márquez de León y Minero Núm. 1),,23210,612 218 81 78,https://www.muvaca.com/,,info@muvaca.com,,23.80294,-110.1085,3,3,911,Baja California Sur,La Paz,El Triunfo,http://sic.gob.mx/ficha.php?table=museo&table_id=2295,2023-12-12T05:12:34-06:00
65a75f99df46a6e2e49c88fd,1128,Ciencia y tecnología,Museo de Historia Natural de Cabo San Lucas,2006-10-09,Ayuntamiento de Los Cabos,público,"Calle Lázaro Cárdenas s/n, Plaza Amelia Wilkes",Centro,23410,624 105 06 61,,,museohist@outlook.com,,22.8829,-109.91464,3,8,54,Baja California Sur,Los Cabos,Cabo San Lucas,http://sic.gob.mx/ficha.php?table=museo&table_id=1128,2022-09-26T08:43:56-05:00
65a75f99df46a6e2e49c88fe,2395,TND,Museo de la Casa de Piedra,2023-04-01,,privado,Francisco I Madero 8,Centro Histórico,23880,,,,,,26.00934,-111.34197,3,9,1,Baja California Sur,Loreto,Loreto,http://sic.gob.mx/ficha.php?table=museo&table_id=2395,2023-09-27T08:23:31-06:00
65a75f99df46a6e2e49c88ff,1072,Historia,Museo de las Misiones Jesuitas en Baja California,1973-12-01,Secretaría de Cultura/INAH,público,Salvatierra Misioneros 16,Centro,23880,613 135 04 41,,,joaquin_munoz@inah.gob.mx,,26.01025,-111.34366,3,9,1,Baja California Sur,Loreto,Loreto,http://sic.gob.mx/ficha.php?table=museo&table_id=1072,2023-10-18T06:41:05-06:00
65a75f99df46a6e2e49c8900,2150,TND,Museo comunitario de Bécal,2011-10-08,,privado,"Calle 30 s/n, frente a la glorieta de la artesana",Col. Pablo García,24930,996 102 8574,http://www.museodebecal.com,https://www.facebook.com/museodebecal,museodebecal@gmail.com; jorgejagongora@gmail.com; borrayoaxa@gmail.com,museodebecal,20.4356,-90.0273,4,1,4,Campeche,Calkiní,Bécal,http://sic.gob.mx/ficha.php?table=museo&table_id=2150,2023-10-25T03:46:27-06:00
65a75f99df46a6e2e49c8901,1760,Ciencia y tecnología,Museo Universitario de la Vida ,2014-12-18,Universidad Autónoma de Campeche,público,Av. Lázaro Cárdenas 65,Fracc. Bugambilias,24090,981 811 98 00 ext. 1050610,https://muvi.uacam.mx/,,muvi@uacam.mx,muvi_uac,19.82849,-90.52628,4,2,1,Campeche,Campeche,San Francisco de Campeche,http://sic.gob.mx/ficha.php?table=museo&table_id=1760,2022-10-12T04:00:52-05:00
65a75f99df46a6e2e49c8902,126,Arqueología,Museo de Arquitectura Maya Baluarte de Nuestra Señora de la Soledad,1958-01-01,Secretaría de Cultura/INAH,público,Calle 8 s/n entre 57 y 59,Centro,24000,981 816 91 36,,https://lugares.inah.gob.mx/lugar-112-es,museos.camp@inah.gob.mx,,19.84639,-90.53787,4,2,1,Campeche,Campeche,San Francisco de Campeche,http://sic.gob.mx/ficha.php?table=museo&table_id=126,2023-12-12T05:35:16-06:00
