museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
931,"Museo de la Misión de Nuestra Señora de Guadalupe (temporalmente cerrado)","Historia","1991-08-31","Secretaría de Cultura/INAH",2,"Baja California",1,"Ensenada",1,"Ensenada","Carr. Federal 3, Mza.025","Col. Valle de Guadalupe","22750","646 150 31 50","https://mediateca.inah.gob.mx/repositorio/islandora/object/museo%3A3259","","","",-116.57473,32.09246,"http://sic.gob.mx/ficha.php?table=museo&table_id=931","2023-12-12 05:00:19-06"
1662,"Museo de la Vid y el Vino","Especializado","2012-08-03","Patronato del Museo de la Vid y el Vino de Baja California, A.C.",2,"Baja California",1,"Ensenada",1,"Ensenada","Carr. Federal Tecate-Ensenada Km 81.3","Col. Valle de Guadalupe","22750","646 156 81 65","https://museodelvinobc.com/","","info@museodelvinobc.com","",-116.58673,32.06974,"http://sic.gob.mx/ficha.php?table=museo&table_id=1662","2023-10-18 05:35:43-06"
1281,"Museo de Antigua Aduana Marítima de Ensenada","Historia","1992-01-01","Secretaría de Cultura/INAH",2,"Baja California",1,"Ensenada",1,"Ensenada","Av. Ryerson 99","Centro","22800","646 178 25 31","","","cominabc@yahoo.com","",-116.63014,31.86413,"http://sic.gob.mx/ficha.php?table=museo&table_id=1281","2023-12-12 04:55:42-06"
592,"Museo Comunitario Ruso","Antropología","1991-08-01","",2,"Baja California",1,"Ensenada",114,"Francisco Zarco (Valle de Guadalupe)","Principal 276","Poblado Francisco Zarco","22750","(646) 155 20 30","","https://www.facebook.com/pg/pilirutavino/photos/?tab=album&album_id=395494427194684","franhuer@hotmail.com","",-116.58332,32.09084,"http://sic.gob.mx/ficha.php?table=museo&table_id=592","2021-06-08 06:25:21-05"
742,"Museo Comunitario Altagracia A. de Arauz, San Vicente Ferrer","Antropología","1991-01-01","Ayuntamiento de San Vicente",2,"Baja California",1,"Ensenada",243,"San Vicente","Parque Central de San Vicente, km. 90 al Sur de Ensenada","","22900","(646) 165 66 39, 165 66 35","","","","",-116.25538,31.33648,"http://sic.gob.mx/ficha.php?table=museo&table_id=742","2021-06-08 05:23:18-05"
886,"Museo Sol del Niño","Ciencia y tecnología","1998-09-21","Patronato Museo Sol del Niño, A.C.",2,"Baja California",2,"Mexicali",1,"Mexicali","Alfonso Esquer Sández s/n","Centro","21010","","",""," contacto@sol.org.mx","soldelnino",-115.4732,32.6529,"http://sic.gob.mx/ficha.php?table=museo&table_id=886","2023-10-25 08:20:10-06"
328,"Instituto  de Investigaciones Culturales Museo UABC","Antropología","1979-10-30","Universidad Autónoma de Baja California (UABC)",2,"Baja California",2,"Mexicali",1,"Mexicali","Calle L s/n esq. Av. Reforma","Col. Nueva","21100","686 552 57 15","http://iic-museo.uabc.mx/","","educativos.iic-museo@uabc.edu.mx","",-115.45637,32.66512,"http://sic.gob.mx/ficha.php?table=museo&table_id=328","2023-11-16 08:25:51-06"
1689,"Museo Regional Los Pioneros de Mexicali","Historia","1987-03-15","Particular",2,"Baja California",2,"Mexicali",1,"Mexicali","Blvd. Adolfo López Mateos 2201","Justo Sierra","21380","686 561 71 25","",""," museojaviergalvan@gmail.com","",-115.44083,32.61433,"http://sic.gob.mx/ficha.php?table=museo&table_id=1689","2023-10-18 06:07:05-06"
930,"Museo Comunitario El Asalto a las Tierras","Historia","1989-10-24","Ayuntamiento de Mexicali",2,"Baja California",2,"Mexicali",225,"Michoacán de Ocampo","Venustiano Carranza s/n esq. Lázaro Cárdenas","Centro","21700","","","","cavb_52@hotmail.com","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=930","2020-04-17 14:43:43-05"
935,"Museo Comunitario  Cucaphá Juan García Aldama ","Antropología","1991-09-10","",2,"Baja California",2,"Mexicali",284,"San Felipe","Carr. Mexicali-San Felipe km. 57","","21730","(686) 543 76 17","","","","",-114.8676,31.03824,"http://sic.gob.mx/ficha.php?table=museo&table_id=935","2021-08-20 04:03:13-05"
114,"Museo Comunitario Tecate","Historia","1997-10-12","Ayuntamiento de Tecate/Centro Cultural Tecate (CECUTEC)",2,"Baja California",3,"Tecate",1,"Tecate","Tláloc 400","Col. Cuauhtémoc","21480","665 521 31 91","https://www.carem.org/","","info@carem.org","",-116.61938,32.56996,"http://sic.gob.mx/ficha.php?table=museo&table_id=114","2022-12-05 05:55:09-06"
2081,"Museo de Sitio de la Zona Arqueológica El Vallecito","","1000-01-01","Secretaría de Cultura/INAH",2,"Baja California",3,"Tecate",65,"Ejido Jacumé","Población La Rumorosa","","21510","686 552 35 91,  686 552 35 92","https://www.inah.gob.mx/zonas/zona-arqueologica-el-vallecito","","direccion.bc@inah.gob.mx","",-116.08405,32.53613,"http://sic.gob.mx/ficha.php?table=museo&table_id=2081","2023-12-05 04:00:40-06"
1283,"Museo de Sitio Campo Alaska","Historia","2005-03-19","Centro INAH de Baja California",2,"Baja California",3,"Tecate",107,"La Rumorosa","Camino Nacional Circuito Alaska s/n","Poblado La Rumorosa","21510","686 552 35 91,  686 552 35 92","https://lugares.inah.gob.mx/es/museos-inah/museo/17793-museo-de-sitio-campo-alaska.html","","jbendimez.bc@inah.gob.com; daniel_aguilar@inah.gob.mx","",-116.04889,32.55108,"http://sic.gob.mx/ficha.php?table=museo&table_id=1283","2023-12-05 04:00:20-06"
1917,"Museo del Coleccionista de Tijuana","","2017-04-29","",2,"Baja California",4,"Tijuana",1,"Tijuana","Hermenegildo Galeana 8186 (Calle 7ma)","Centro","22000","664 685 99 26","https://mucoti.com.mx/","","informes@mucoti.com.mx","https://twitter.com/mucotijuana",-117.03678,32.52967,"http://sic.gob.mx/ficha.php?table=museo&table_id=1917","2023-10-20 07:30:28-06"
598,"Museo de las Californias","Historia","2000-02-24","Secretaría de Cultura/Centro Cultural Tijuana (CECUT)",2,"Baja California",4,"Tijuana",1,"Tijuana","Paseo de los Héroes 9350","Zona Urbana Río Tijuana","22010","664 687 96 52","https://www.cecut.gob.mx/emuseo.php","","museocalifornias@cecut.gob.mx","",-117.02289,32.53028,"http://sic.gob.mx/ficha.php?table=museo&table_id=598","2023-05-16 02:54:14-06"
1327,"Museo de Historia de Tijuana","Historia","2010-11-27","Instituto Municipal de Arte y Cultura de Tijuana (IMAC)",2,"Baja California",4,"Tijuana",1,"Tijuana","Calle 2a. s/n esq. Constitución","Centro","22000","664 638 10 52","https://imac.tijuana.gob.mx/museo.aspx","","museo.imactijuana@gmail.com","",-117.03876,32.53472,"http://sic.gob.mx/ficha.php?table=museo&table_id=1327","2023-12-12 04:57:58-06"
2055,"Museo de la Lucha Libre Mexicana","Especializado","2017-04-29","Museo de la Siete A.C.",2,"Baja California",4,"Tijuana",1,"Tijuana","Hermenegildo Galeana 8186","Centro","22000","664  685 99 26 ","https://www.mullme.com/","","mullme664@gmail.com","mullme664",-117.03679,32.52961,"http://sic.gob.mx/ficha.php?table=museo&table_id=2055","2023-05-04 07:25:52-06"
1276,"Museo Interactivo Tijuana El Trompo","Ciencia y tecnología","2008-12-09","Museo Interactivo Tijuana, A.C.",2,"Baja California",4,"Tijuana",1,"Tijuana","Libramiento Los Insurgentes s/n","Zona Río Tijuana, Tercera Etapa","22226","664 634 34 76","http://www.eltrompo.org",""," info@eltrompo.org","trompoMuseo",-116.93828,32.49527,"http://sic.gob.mx/ficha.php?table=museo&table_id=1276","2023-10-18 05:56:40-06"
340,"Museo de Cera de Tijuana","Especializado","1993-02-05","Museo de Cera de Tijuana, S.A. de C.V.",2,"Baja California",4,"Tijuana",1,"Tijuana","Calle Primera núm. 8281","Centro","22000","664 688 24 78","https://museodeceratijuana.com/","","museodeceradetijuana@hotmail.com","",-117.03578,32.53655,"http://sic.gob.mx/ficha.php?table=museo&table_id=340","2022-09-21 05:25:34-05"
934,"Museo de sitio Wa-Kuatay","Historia","1995-05-20","Secretaría de Cultura/INAH",2,"Baja California",5,"Playas de Rosarito",1,"Playas de Rosarito","Mar Adriático s/n","Centro","22710","686 552 35 91, 686 552 35 92","","","buzon.inah.bc@gmail.com; inahbajacalifornia@gmail.com","",-117.05851,32.34188,"http://sic.gob.mx/ficha.php?table=museo&table_id=934","2023-12-05 04:14:13-06"
1510,"Museo Juan Rodríguez Cabrillo","Ciencia y tecnología","2011-08-27","",2,"Baja California",6,"San Quintín",1,"San Quintín","Bahía a San Quintín s/n","Col. Ballenas","22950","616 165 60 58","","","luisartrgz@live.com","",-115.9751,31.51758,"http://sic.gob.mx/ficha.php?table=museo&table_id=1510","2023-08-21 05:21:39-06"
1825,"Museo Casa Amarilla","","1991-01-01","",3,"Baja California Sur",1,"Comondú",1,"Ciudad Constitución","Agustín Olachea s/n","Centro","23600","","","","","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=1825","2023-05-17 03:35:00-06"
2298,"Museo Comunitario de La Purísima","","2022-12-16","",3,"Baja California Sur",1,"Comondú",244,"La Purísima","Calle Benito Juárez s/n","Centro","23820","","","","contacto@comondu.gob.mx","",-112.07599,26.18538,"http://sic.gob.mx/ficha.php?table=museo&table_id=2298","2023-01-04 12:15:09-06"
1696,"Museo Regional de Mulegé","Arqueología","1993-01-01","Delegación Municipal de Pueblo Mulegé/Comité Pro Museo Comunitario de Mulegé",3,"Baja California Sur",2,"Mulegé",1,"Santa Rosalía","Cananea s/n","Centro","23900"," 615 152 03 28 Dir.de Cultura","","","ag_bean66@hotmail.com","",-111.98213,26.89194,"http://sic.gob.mx/ficha.php?table=museo&table_id=1696","2023-11-07 04:49:18-06"
1070,"Museo de Historia de la Minería ","Ciencia y tecnología","1996-10-19","Ayuntamiento de Mulegé",3,"Baja California Sur",2,"Mulegé",1,"Santa Rosalía","Jean Mitchell Cousteau 1 y Luis Pasteur","Col. Mesa Francia","23920","(615) 152 29 99","","","hidalgocamachoguillermo@hotmail.com","",-112.26723,27.33885,"http://sic.gob.mx/ficha.php?table=museo&table_id=1070","2018-10-11 04:38:48-05"
2394,"Museo Comunitario Sal, Arena y Mar (MUSAM)","","2023-06-10","Universidad Autónoma de Baja California Campus Guerrero Negro",3,"Baja California Sur",2,"Mulegé",66,"Guerrero Negro","Emiliano Zapta 2811","Col. Marcelo Rubio Ruiz","23940","615 112 21 20","","","hola@musam.mx","",-114.05439,27.96194,"http://sic.gob.mx/ficha.php?table=museo&table_id=2394","2023-07-20 07:11:51-06"
1073,"Museo de las Pinturas Rupestres de San Ignacio","Arqueología","1994-11-01","Secretaría de Cultura/INAH",3,"Baja California Sur",2,"Mulegé",149,"San Ignacio","Profr. Gilberto Valdivia Peña s/n","Col. San Ignacio","23930","615 154 02 22","https://culturabcs.gob.mx/recintos-bcs/mulege?page=3","","keey__75@hotmail.com","",-112.89877,27.28334,"http://sic.gob.mx/ficha.php?table=museo&table_id=1073","2023-12-12 05:07:17-06"
2082,"Museo de sitio de la Zona Arqueológica de Sierra San Francisco","","1000-01-01","Secretaría de Cultura/INAH",3,"Baja California Sur",2,"Mulegé",149,"San Ignacio","Camino a San Francisco de la Sierra","","23930","615 154 02 22","","","sierrasanfrancisco@hotmail.com","",-112.89367,27.28159,"http://sic.gob.mx/ficha.php?table=museo&table_id=2082","2023-12-12 05:08:38-06"
936,"Museo Regional de Antropología e Historia de Baja California Sur","Arqueología","1981-03-30","Secretaría de Cultura/INAH",3,"Baja California Sur",3,"La Paz",1,"La Paz","Av. Ignacio Manuel Altamirano s/n  esq. 5 de Mayo y Constitución","Centro","23000","612 122 01 62","",""," museorahbcs@gmail.com","",-110.30881,24.15956,"http://sic.gob.mx/ficha.php?table=museo&table_id=936","2023-12-12 05:28:53-06"
1876,"Museo de la Ballena y Ciencias del Mar","Ciencia y tecnología","2016-03-21","Ciencias del Mar, A.C.",3,"Baja California Sur",3,"La Paz",1,"La Paz","Antonio Navarro 855, Unidad Cultural Prof. Jesús Castro Agúndez","Centro","23000","612 348 5238","http://www.museodelaballena.org/","","museodelaballena@gmail.com","",-110.31721,24.14852,"http://sic.gob.mx/ficha.php?table=museo&table_id=1876","2023-12-12 05:04:42-06"
2183,"Museo de Arte de Baja California Sur","","2020-11-12","Gobierno del Estado",3,"Baja California Sur",3,"La Paz",1,"La Paz","Calle 5 de Mayo s/n","Col. Centro","23000","612 122 41 76","","","redesmuabcs@gmail.com; gabrielavaladez.muabcs@bcs.gob.mx","",-110.30738,24.15836,"http://sic.gob.mx/ficha.php?table=museo&table_id=2183","2022-03-10 06:42:15-06"
560,"Museo de Historia Regional de Todos Santos","Historia","1978-10-06","Centro Cultural Profr. Néstor Agúndez Martínez/Ayuntamiento de La Paz",3,"Baja California Sur",3,"La Paz",3,"Todos Santos","Benito Juárez s/n","Centro","23305","(612) 145 00 59","","","culturaenlapaz@hotmail.com","",-110.22327,23.45098,"http://sic.gob.mx/ficha.php?table=museo&table_id=560","2019-08-21 08:03:13-05"
2296,"Museo Ruta de Plata Centro Regional Interpretativo","","2019-11-20","Fundación ALUMBRA / Ándale La Paz, AC ",3,"Baja California Sur",3,"La Paz",911,"El Triunfo","Ayuntamiento (entre Progreso y Márquez de León)","Centro"," 23210","612 229 55 87","https://www.museorutadeplata.com/","","info@museorutadeplata.com","",-110.10889,23.80208,"http://sic.gob.mx/ficha.php?table=museo&table_id=2296","2022-12-16 07:34:52-06"
1270,"Museo de la Música de El Triunfo","Historia","2003-12-12","Instituto Sudcaliforniano de Cultura",3,"Baja California Sur",3,"La Paz",911,"El Triunfo","Hidalgo esq. Carr. al Sur","Centro ","23210","612 127 23 99","https://culturabcs.gob.mx/recinto/28","","","",-110.10845,23.8037,"http://sic.gob.mx/ficha.php?table=museo&table_id=1270","2022-12-20 10:07:12-06"
2295,"Museo del Vaquero de Las Californias (MuVaCa)","","2022-11-05","Fundación ALUMBRA / Ándale La Paz, AC ",3,"Baja California Sur",3,"La Paz",911,"El Triunfo","Ayuntamiento (entre Gral. Márquez de León y Minero Núm. 1)","","23210","612 218 81 78","https://www.muvaca.com/","","info@muvaca.com","",-110.1085,23.80294,"http://sic.gob.mx/ficha.php?table=museo&table_id=2295","2023-12-12 05:12:34-06"
1128,"Museo de Historia Natural de Cabo San Lucas","Ciencia y tecnología","2006-10-09","Ayuntamiento de Los Cabos",3,"Baja California Sur",8,"Los Cabos",54,"Cabo San Lucas","Calle Lázaro Cárdenas s/n, Plaza Amelia Wilkes","Centro","23410","624 105 06 61","","","museohist@outlook.com","",-109.91464,22.8829,"http://sic.gob.mx/ficha.php?table=museo&table_id=1128","2022-09-26 08:43:56-05"
2395,"Museo de la Casa de Piedra","","2023-04-01","",3,"Baja California Sur",9,"Loreto",1,"Loreto","Francisco I Madero 8","Centro Histórico","23880","","","","","",-111.34197,26.00934,"http://sic.gob.mx/ficha.php?table=museo&table_id=2395","2023-09-27 08:23:31-06"
1072,"Museo de las Misiones Jesuitas en Baja California","Historia","1973-12-01","Secretaría de Cultura/INAH",3,"Baja California Sur",9,"Loreto",1,"Loreto","Salvatierra Misioneros 16","Centro","23880","613 135 04 41","","","joaquin_munoz@inah.gob.mx","",-111.34366,26.01025,"http://sic.gob.mx/ficha.php?table=museo&table_id=1072","2023-10-18 06:41:05-06"
2150,"Museo comunitario de Bécal","","2011-10-08","",4,"Campeche",1,"Calkiní",4,"Bécal","Calle 30 s/n, frente a la glorieta de la artesana","Col. Pablo García","24930","996 102 8574","http://www.museodebecal.com","https://www.facebook.com/museodebecal","museodebecal@gmail.com; jorgejagongora@gmail.com; borrayoaxa@gmail.com","museodebecal",-90.0273,20.4356,"http://sic.gob.mx/ficha.php?table=museo&table_id=2150","2023-10-25 03:46:27-06"
1760,"Museo Universitario de la Vida ","Ciencia y tecnología","2014-12-18","Universidad Autónoma de Campeche",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Av. Lázaro Cárdenas 65","Fracc. Bugambilias","24090","981 811 98 00 ext. 1050610","https://muvi.uacam.mx/","","muvi@uacam.mx","muvi_uac",-90.52628,19.82849,"http://sic.gob.mx/ficha.php?table=museo&table_id=1760","2022-10-12 04:00:52-05"
126,"Museo de Arquitectura Maya Baluarte de Nuestra Señora de la Soledad","Arqueología","1958-01-01","Secretaría de Cultura/INAH",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 8 s/n entre 57 y 59","Centro","24000","981 816 91 36","","https://lugares.inah.gob.mx/lugar-112-es","museos.camp@inah.gob.mx","",-90.53787,19.84639,"http://sic.gob.mx/ficha.php?table=museo&table_id=126","2023-12-12 05:35:16-06"
1749,"Museo Baluarte de Santa Rosa","Arte","1997-01-01","Ayuntamiento de Campeche/Dirección de Cultura/Coordinación de Patrimonio",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Cto. Baluartes, Calle 67 s/n","Barrio San Román","24000","(981) 816 64 35","","http://www.campeche.travel/baluarte-de-santa-rosa/","campecheamg@gmail.com","",-90.54046,19.84156,"http://sic.gob.mx/ficha.php?table=museo&table_id=1749","2018-11-22 06:43:39-06"
739,"Museo de Arqueología Maya. Fuerte de San Miguel","Arqueología","1965-10-01","Secretaría de Cultura/INAH",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Av. Escénica s/n, Carr. Campeche-Lerma","","24039","981 816 9136 ","","","museos.camp@inah.gob.mx; iliana_pozos@inah.gob.mx","",-90.56847,19.82467,"http://sic.gob.mx/ficha.php?table=museo&table_id=739","2023-12-12 05:32:34-06"
2009,"Museo de Arqueología Subacuática Fuerte de San José El Alto","","2017-12-07","Secretaría de Cultura/INAH",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 5 por Av. Francisco Morazán s/n","Col. San José El Alto","24026","981 816 91 36 ext. 138036","","","museos.camp@inah.gob.mx","INAHCampeche",-90.51048,19.86056,"http://sic.gob.mx/ficha.php?table=museo&table_id=2009","2023-12-12 05:33:53-06"
1962,"Museo del Centro Cultural Casa 6","Historia","2000-05-01","Secretaría de Turismo de Campeche",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 57 núm. 6 entre 8 y 10","Centro","24000","55 1174 3040","https://www.mexicoescultura.com/recinto/56982/centro-cultural-casa-6.html","","emilio.vazquez@campeche.gob.mx","",-90.53737,19.84561,"http://sic.gob.mx/ficha.php?table=museo&table_id=1962","2023-05-04 02:52:02-06"
